EmployeeNumber,Age,Attrition,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1157,62,No,Human Resources,7,4,Medical,1,3,Female,61,1,4,Sales Executive,2,Married,16930,19553,0,Y,Yes,19,3,1,8,2,32,4,2,11,3,1,12
1158,32,No,Sales,28,3,Human Resources,1,2,Female,51,1,2,Human Resources,4,Married,19820,19776,0,Y,No,23,3,3,8,3,14,6,3,29,5,0,1
1159,60,No,Sales,17,2,Life Sciences,1,1,Male,84,1,4,Sales Representative,1,Divorced,6730,12442,4,Y,No,21,3,2,8,3,23,2,4,29,17,14,4
1160,46,No,Research & Development,4,4,Medical,1,2,Female,86,3,1,Sales Executive,3,Single,9432,16502,7,Y,Yes,18,4,2,8,0,29,5,1,28,4,6,3
1161,53,No,Human Resources,29,1,Life Sciences,1,2,Male,42,3,4,Human Resources,2,Divorced,5939,25125,2,Y,Yes,13,4,1,8,2,35,1,4,40,17,14,2
1162,30,No,Sales,13,2,Human Resources,1,4,Female,76,2,2,Research Scientist,3,Single,5362,25657,7,Y,No,12,4,1,8,1,38,6,2,10,4,11,13
1163,49,Yes,Human Resources,17,1,Medical,1,2,Male,91,2,3,Laboratory Technician,2,Married,8841,26614,2,Y,Yes,25,4,2,8,3,5,6,2,22,6,7,10
1164,24,No,Human Resources,5,4,Human Resources,1,2,Female,83,2,3,Research Scientist,2,Married,17795,17197,3,Y,No,14,4,3,8,1,14,4,1,16,8,2,7
1165,39,No,Research & Development,26,2,Other,1,4,Male,58,3,3,Sales Representative,4,Divorced,17457,21005,6,Y,Yes,25,4,3,8,1,37,4,3,12,2,1,8
1166,45,No,Research & Development,22,2,Human Resources,1,4,Female,51,3,3,Research Scientist,2,Married,19630,5352,2,Y,Yes,23,3,3,8,0,38,3,1,32,11,15,15
1167,19,No,Research & Development,4,4,Other,1,1,Male,94,3,1,Research Scientist,1,Divorced,8779,18839,3,Y,Yes,22,4,2,8,0,21,2,3,0,13,3,2
1168,59,No,Research & Development,18,3,Medical,1,3,Male,58,2,1,Sales Executive,1,Married,17565,16666,7,Y,No,12,3,1,8,1,2,4,4,39,7,1,9
1169,62,No,Research & Development,6,2,Other,1,2,Female,77,3,2,Reseach Director,2,Married,16103,15804,3,Y,Yes,14,3,3,8,1,28,1,2,12,11,11,0
1170,23,No,Research & Development,24,2,Medical,1,4,Male,34,2,2,Research Scientist,3,Single,8944,19321,8,Y,No,15,3,2,8,1,28,0,3,37,6,1,8
1171,45,No,Research & Development,24,1,Medical,1,1,Male,64,2,2,Healthcare Representative,1,Divorced,3684,21508,3,Y,Yes,12,4,2,8,1,30,6,3,2,8,4,15
1172,45,Yes,Research & Development,28,3,Technical Degree,1,3,Female,75,1,2,Healthcare Representative,1,Divorced,12249,19803,3,Y,Yes,22,3,1,8,2,1,0,1,15,11,9,8
1173,61,No,Sales,22,1,Medical,1,4,Female,64,1,4,Laboratory Technician,2,Married,5014,5347,4,Y,No,18,4,3,8,1,34,2,4,6,3,4,11
1174,61,No,Human Resources,2,1,Other,1,3,Male,74,1,2,Laboratory Technician,2,Single,7553,23612,0,Y,No,11,3,2,8,3,8,0,4,2,4,7,0
1175,37,No,Research & Development,23,3,Technical Degree,1,3,Female,42,2,3,Laboratory Technician,4,Single,18341,25584,6,Y,Yes,13,4,3,8,0,21,3,1,13,8,8,15
1176,47,No,Research & Development,11,3,Technical Degree,1,2,Female,39,1,3,Manager,2,Divorced,15397,5329,8,Y,No,17,4,3,8,3,18,3,4,15,6,1,7
1177,28,No,Human Resources,28,4,Medical,1,2,Female,95,1,3,Manufacturing Director,2,Divorced,15968,14525,8,Y,Yes,20,4,3,8,0,36,1,2,3,13,0,13
1178,45,No,Sales,14,3,Human Resources,1,4,Male,99,1,4,Laboratory Technician,1,Married,2703,11589,0,Y,No,11,4,2,8,0,9,5,3,30,16,2,13
1179,42,Yes,Human Resources,21,2,Human Resources,1,3,Male,54,3,2,Research Scientist,1,Divorced,15762,18442,5,Y,No,23,4,3,8,0,20,2,1,12,0,5,9
1180,56,No,Human Resources,6,3,Technical Degree,1,4,Male,73,2,3,Laboratory Technician,1,Married,17535,24144,2,Y,Yes,21,3,1,8,3,16,2,4,26,14,13,0
1181,50,No,Research & Development,10,4,Medical,1,4,Male,89,1,3,Manufacturing Director,3,Single,7010,18033,3,Y,Yes,25,4,2,8,0,2,6,2,0,14,4,5
1182,18,Yes,Human Resources,26,4,Human Resources,1,3,Male,76,3,3,Manager,1,Divorced,7661,24788,7,Y,No,12,4,2,8,1,6,0,2,24,0,7,8
1183,44,No,Human Resources,14,4,Medical,1,4,Male,69,3,3,Manufacturing Director,1,Single,15994,12316,3,Y,No,13,3,3,8,1,40,4,4,36,14,7,15
1184,30,No,Research & Development,24,3,Medical,1,3,Male,36,3,1,Sales Representative,2,Single,5590,11048,7,Y,Yes,24,4,3,8,2,36,4,4,10,1,1,10
1185,58,Yes,Research & Development,3,3,Technical Degree,1,3,Female,75,1,2,Laboratory Technician,4,Married,6096,7557,3,Y,No,24,4,3,8,2,35,5,1,8,3,13,10
1186,20,No,Research & Development,12,1,Technical Degree,1,3,Male,52,3,2,Laboratory Technician,1,Single,2469,18974,8,Y,No,12,4,2,8,2,2,6,4,6,16,8,13
1187,56,No,Research & Development,16,1,Life Sciences,1,3,Male,75,2,4,Laboratory Technician,4,Married,4896,24538,5,Y,No,12,4,1,8,1,12,4,1,13,15,13,6
1188,23,No,Human Resources,28,2,Human Resources,1,1,Female,42,3,1,Sales Representative,1,Married,15887,5036,0,Y,No,22,4,1,8,3,40,5,3,29,17,13,11
1189,25,Yes,Human Resources,23,1,Human Resources,1,3,Female,50,3,4,Manufacturing Director,1,Single,9493,26428,1,Y,Yes,21,3,2,8,2,29,6,2,23,15,3,4
1190,44,No,Sales,17,2,Human Resources,1,2,Female,30,3,3,Sales Executive,4,Single,10844,7948,6,Y,Yes,16,4,1,8,1,22,1,1,2,7,13,0
1191,26,No,Sales,1,4,Other,1,2,Male,48,3,4,Research Scientist,2,Married,16652,14088,6,Y,No,17,3,3,8,0,6,2,2,38,5,0,10
1192,54,No,Human Resources,23,1,Medical,1,2,Female,89,2,3,Research Scientist,1,Married,11919,14744,2,Y,No,16,4,2,8,3,29,0,3,26,1,13,14
1193,50,No,Sales,10,3,Technical Degree,1,3,Male,62,1,3,Laboratory Technician,4,Single,18230,26314,0,Y,Yes,21,3,1,8,3,28,1,4,0,18,1,9
1194,59,Yes,Human Resources,26,1,Human Resources,1,2,Male,33,2,2,Manager,1,Married,6855,8169,7,Y,No,16,3,2,8,1,7,3,1,37,12,13,14
1195,61,No,Sales,23,2,Life Sciences,1,1,Male,32,2,2,Sales Representative,3,Married,9472,2227,6,Y,No,25,3,1,8,1,9,3,4,25,5,10,12
1196,41,Yes,Research & Development,18,1,Human Resources,1,4,Female,81,1,2,Sales Executive,3,Divorced,14345,17865,7,Y,No,19,4,2,8,0,32,3,1,5,5,5,14
1197,32,Yes,Sales,19,4,Medical,1,3,Female,57,3,2,Human Resources,1,Divorced,3378,11384,0,Y,No,18,4,1,8,0,19,5,1,11,12,4,1
1198,49,No,Research & Development,24,3,Medical,1,2,Male,99,1,2,Sales Executive,3,Divorced,15001,6125,2,Y,No,24,3,2,8,0,28,5,3,37,0,15,12
1199,49,No,Research & Development,2,2,Technical Degree,1,1,Male,99,1,1,Research Scientist,2,Divorced,1891,25176,1,Y,Yes,18,4,2,8,3,28,6,3,34,8,11,11
1200,41,No,Research & Development,9,3,Other,1,4,Male,84,2,2,Laboratory Technician,3,Divorced,4180,22589,0,Y,No,16,4,2,8,3,20,2,4,9,11,6,3
1201,58,No,Research & Development,22,3,Technical Degree,1,1,Female,86,1,4,Reseach Director,4,Married,3049,16270,4,Y,No,15,3,2,8,2,0,3,3,8,11,8,11
1202,29,No,Sales,13,2,Human Resources,1,2,Male,45,3,3,Human Resources,1,Married,7381,8638,2,Y,No,19,4,2,8,2,33,5,3,22,3,15,14
1203,56,No,Human Resources,25,3,Life Sciences,1,1,Female,53,2,2,Laboratory Technician,4,Divorced,8571,10488,7,Y,Yes,22,3,3,8,2,31,6,4,29,18,15,12
1204,19,No,Research & Development,16,3,Technical Degree,1,4,Male,98,3,1,Sales Representative,3,Single,12785,23070,5,Y,No,12,4,2,8,3,13,5,4,21,15,5,1
1205,20,No,Sales,18,1,Other,1,2,Female,70,2,4,Human Resources,2,Divorced,6909,12655,8,Y,No,17,3,2,8,0,36,4,1,8,11,5,15
1206,54,No,Research & Development,19,3,Technical Degree,1,4,Male,76,3,4,Reseach Director,3,Single,8974,14974,8,Y,Yes,16,4,2,8,2,34,5,1,18,0,1,13
1207,34,No,Sales,12,3,Medical,1,1,Female,98,1,3,Manufacturing Director,3,Married,9474,19037,5,Y,Yes,17,4,1,8,0,23,3,4,7,3,6,1
1208,19,No,Sales,8,3,Human Resources,1,3,Female,60,1,4,Manufacturing Director,2,Single,1598,23876,1,Y,Yes,22,3,2,8,0,0,1,2,3,8,1,16
1209,19,No,Sales,17,3,Human Resources,1,3,Female,59,1,4,Manufacturing Director,2,Married,6072,25809,8,Y,Yes,14,3,3,8,0,5,3,2,4,6,12,15
1210,45,No,Human Resources,15,2,Human Resources,1,3,Female,47,3,4,Manager,2,Single,19383,5406,1,Y,No,19,4,2,8,2,3,6,1,18,9,6,3
1211,40,Yes,Sales,27,4,Human Resources,1,3,Female,73,2,4,Manufacturing Director,1,Married,17249,22436,2,Y,No,17,3,1,8,2,37,6,1,17,12,7,10
1212,54,No,Sales,15,1,Human Resources,1,4,Female,56,2,1,Healthcare Representative,2,Married,2267,20687,5,Y,No,12,3,1,8,0,0,6,4,28,7,11,12
1213,49,No,Human Resources,15,3,Human Resources,1,3,Male,55,2,3,Human Resources,2,Divorced,14607,20847,1,Y,Yes,23,3,2,8,2,40,4,2,18,9,0,5
1214,50,No,Human Resources,23,3,Life Sciences,1,4,Male,89,1,2,Reseach Director,1,Married,3875,25450,4,Y,No,14,3,2,8,1,30,3,4,5,9,8,16
1215,18,No,Sales,7,2,Other,1,2,Male,47,3,4,Sales Representative,3,Divorced,17964,15019,1,Y,Yes,15,3,2,8,2,35,0,1,4,7,7,0
1216,36,Yes,Human Resources,27,4,Human Resources,1,3,Male,85,2,1,Healthcare Representative,3,Divorced,9745,4773,3,Y,Yes,12,4,2,8,0,8,4,2,4,14,8,8
1217,19,No,Research & Development,17,3,Other,1,4,Female,60,3,3,Healthcare Representative,2,Divorced,13713,4898,2,Y,No,20,3,1,8,0,40,2,3,7,0,4,17
1218,61,No,Research & Development,9,2,Human Resources,1,3,Male,88,2,2,Reseach Director,4,Single,1646,14053,4,Y,Yes,18,3,2,8,3,22,3,3,26,14,12,10
1219,43,No,Human Resources,8,1,Technical Degree,1,3,Female,31,1,3,Sales Representative,2,Single,5891,20731,5,Y,Yes,11,3,1,8,3,30,5,4,36,16,13,13
1220,49,No,Human Resources,20,1,Human Resources,1,3,Female,68,3,1,Human Resources,1,Married,16837,14694,6,Y,No,25,3,1,8,0,28,1,2,37,12,3,1
1221,23,No,Sales,26,3,Medical,1,4,Female,90,2,1,Research Scientist,4,Divorced,4681,11184,7,Y,No,13,4,3,8,1,20,3,1,36,11,0,10
1222,49,No,Human Resources,27,3,Life Sciences,1,1,Male,92,2,1,Laboratory Technician,1,Divorced,13338,8474,8,Y,Yes,25,3,1,8,3,2,1,2,17,2,8,1
1223,21,No,Sales,21,4,Technical Degree,1,3,Female,47,2,4,Research Scientist,4,Married,15976,12034,3,Y,No,24,4,2,8,0,25,6,2,25,18,13,3
1224,28,No,Research & Development,18,4,Technical Degree,1,3,Male,46,2,1,Reseach Director,4,Divorced,5720,23375,3,Y,No,11,4,2,8,3,5,6,1,15,4,3,12
1225,34,No,Human Resources,13,3,Medical,1,2,Male,68,1,2,Research Scientist,2,Married,14244,5251,6,Y,Yes,25,3,2,8,3,19,0,2,21,2,14,5
1226,55,No,Sales,16,2,Human Resources,1,1,Male,83,2,4,Research Scientist,1,Divorced,1168,7748,8,Y,Yes,15,3,2,8,0,12,2,3,22,4,3,6
1227,41,No,Sales,9,4,Life Sciences,1,4,Male,64,2,3,Research Scientist,4,Single,11153,3544,1,Y,No,18,4,3,8,2,40,5,1,2,8,3,2
1228,22,Yes,Research & Development,18,3,Technical Degree,1,2,Male,40,1,2,Manufacturing Director,1,Married,15802,11527,5,Y,No,17,4,3,8,1,22,4,3,2,5,15,3
1229,51,No,Human Resources,12,4,Life Sciences,1,3,Female,90,2,4,Sales Executive,2,Married,10932,20798,7,Y,Yes,19,4,3,8,2,14,4,4,11,15,1,2
1230,23,No,Research & Development,6,3,Technical Degree,1,2,Female,73,3,1,Research Scientist,2,Single,6947,11954,4,Y,No,12,3,3,8,0,30,2,3,22,9,11,0
1231,39,No,Sales,19,1,Human Resources,1,2,Male,97,3,3,Laboratory Technician,2,Married,12363,12311,4,Y,Yes,22,4,1,8,0,3,0,4,10,15,10,12
1232,28,No,Sales,28,3,Technical Degree,1,3,Female,54,2,1,Reseach Director,2,Single,10933,25573,7,Y,Yes,18,3,3,8,1,10,0,4,28,2,12,13
1233,65,No,Human Resources,7,1,Technical Degree,1,1,Male,77,1,2,Sales Executive,3,Divorced,1589,3860,0,Y,No,18,4,1,8,0,1,6,1,5,17,3,15
1234,33,No,Sales,25,4,Other,1,1,Female,61,1,2,Manager,4,Single,5483,8188,5,Y,No,24,4,2,8,3,15,3,3,15,10,1,3
1235,50,No,Human Resources,3,3,Human Resources,1,2,Female,33,1,4,Laboratory Technician,3,Single,10950,7277,8,Y,No,16,3,1,8,1,30,0,3,33,18,7,16
1236,26,No,Research & Development,16,4,Medical,1,3,Female,67,2,2,Laboratory Technician,2,Married,8082,13947,5,Y,No,13,3,1,8,2,38,3,3,36,14,15,9
1237,23,No,Human Resources,18,1,Medical,1,4,Female,92,2,3,Manufacturing Director,4,Divorced,10671,12586,6,Y,No,12,4,3,8,1,3,1,1,10,10,6,6
1238,33,No,Human Resources,16,3,Human Resources,1,2,Female,76,3,4,Manufacturing Director,4,Single,6068,16552,3,Y,Yes,24,3,2,8,2,27,2,4,10,9,10,12
1239,46,No,Sales,23,4,Medical,1,4,Female,30,1,3,Reseach Director,1,Divorced,14466,3261,0,Y,No,18,3,2,8,0,15,1,4,24,8,9,12
1240,20,No,Sales,7,1,Human Resources,1,2,Female,32,2,1,Laboratory Technician,2,Single,5337,23186,8,Y,Yes,16,4,3,8,2,38,1,4,18,2,1,13
1241,37,Yes,Human Resources,4,4,Medical,1,2,Female,91,2,3,Sales Representative,1,Married,18787,8682,5,Y,No,14,3,1,8,2,24,1,1,31,8,13,5
1242,53,Yes,Sales,27,2,Other,1,3,Female,93,2,3,Sales Representative,2,Single,1930,18862,2,Y,Yes,15,3,3,8,2,12,1,1,7,17,1,15
1243,36,No,Sales,25,1,Medical,1,3,Female,46,1,2,Reseach Director,4,Single,3782,20906,3,Y,No,15,4,1,8,1,4,4,2,11,11,1,8
1244,43,No,Sales,8,1,Technical Degree,1,4,Female,91,1,1,Research Scientist,3,Divorced,5471,19881,5,Y,No,23,4,3,8,3,29,0,3,40,15,0,15
1245,20,No,Human Resources,13,1,Human Resources,1,4,Female,64,3,2,Healthcare Representative,2,Single,7742,2215,5,Y,Yes,19,3,3,8,2,0,2,4,34,3,12,11
1246,36,No,Sales,13,3,Life Sciences,1,1,Female,42,1,1,Manager,3,Married,12783,22473,8,Y,No,23,3,2,8,1,4,2,2,5,0,5,15
1247,37,Yes,Human Resources,17,3,Life Sciences,1,3,Male,64,2,1,Manufacturing Director,3,Married,10319,17718,3,Y,No,23,3,2,8,1,13,5,2,20,12,5,4
1248,49,Yes,Sales,17,3,Human Resources,1,2,Female,72,3,3,Healthcare Representative,3,Single,2874,8001,4,Y,Yes,19,4,2,8,3,10,1,1,25,7,0,10
1249,24,No,Research & Development,5,2,Other,1,2,Female,31,1,2,Human Resources,1,Single,18117,5988,4,Y,Yes,18,4,3,8,1,33,2,1,0,5,10,0
1250,58,No,Sales,6,2,Medical,1,1,Female,85,1,3,Reseach Director,4,Divorced,1720,10158,2,Y,Yes,18,3,2,8,0,28,6,2,16,7,0,9
1251,50,No,Sales,19,1,Other,1,3,Female,80,1,3,Research Scientist,3,Divorced,8719,11465,1,Y,No,22,3,2,8,0,17,3,1,34,18,5,10
1252,57,No,Human Resources,13,2,Life Sciences,1,2,Female,83,1,3,Sales Executive,4,Married,14455,19203,7,Y,Yes,12,3,3,8,0,14,2,1,26,11,10,14
1253,56,Yes,Human Resources,25,4,Human Resources,1,1,Female,45,2,1,Research Scientist,1,Divorced,14403,9131,8,Y,Yes,24,4,2,8,3,24,6,1,1,0,5,2
1254,35,No,Sales,28,1,Human Resources,1,1,Male,47,1,2,Laboratory Technician,2,Single,1399,14168,8,Y,No,13,4,1,8,1,29,1,2,35,3,3,14
1255,57,No,Research & Development,26,1,Other,1,2,Male,36,2,2,Research Scientist,2,Married,10271,26191,4,Y,No,24,3,2,8,0,1,2,4,0,12,2,10
1256,18,No,Sales,14,4,Other,1,2,Male,74,2,3,Laboratory Technician,3,Divorced,5496,5762,8,Y,No,18,3,1,8,2,39,0,2,9,16,13,8
1257,28,No,Sales,22,1,Medical,1,4,Female,65,2,1,Human Resources,1,Married,11629,19617,3,Y,No,23,3,2,8,1,26,1,4,30,18,8,1
1258,45,No,Research & Development,4,2,Technical Degree,1,3,Female,70,3,2,Manufacturing Director,2,Single,14579,12659,1,Y,No,15,3,3,8,0,14,4,4,36,18,5,11
1259,42,Yes,Human Resources,17,3,Technical Degree,1,4,Female,71,2,4,Human Resources,1,Divorced,7075,22507,2,Y,No,17,4,3,8,1,31,6,2,4,4,0,15
1260,40,Yes,Sales,7,4,Medical,1,1,Male,36,1,2,Laboratory Technician,2,Single,5503,17121,0,Y,Yes,24,3,2,8,0,19,0,1,40,10,2,15
1261,48,No,Human Resources,8,2,Technical Degree,1,2,Female,44,3,3,Sales Executive,3,Single,4581,17885,4,Y,Yes,18,3,1,8,2,13,2,3,12,6,0,0
1262,47,No,Human Resources,25,4,Life Sciences,1,4,Female,89,1,4,Healthcare Representative,3,Married,13679,10642,0,Y,No,16,4,2,8,1,26,4,2,23,2,2,15
1263,59,No,Research & Development,13,4,Technical Degree,1,1,Male,69,2,1,Research Scientist,1,Married,16948,17430,0,Y,Yes,25,3,3,8,0,2,5,1,26,10,1,5
1264,52,No,Research & Development,27,1,Medical,1,3,Male,66,1,4,Manufacturing Director,1,Married,17269,22218,6,Y,Yes,15,3,2,8,0,2,0,1,0,16,4,13
1265,24,No,Human Resources,6,1,Technical Degree,1,2,Female,95,3,4,Research Scientist,3,Divorced,11258,21320,1,Y,Yes,18,3,3,8,2,12,5,4,19,10,14,10
1266,33,No,Sales,6,2,Human Resources,1,4,Female,84,3,3,Research Scientist,1,Divorced,3320,20687,7,Y,Yes,11,3,1,8,2,24,3,1,7,14,2,0
1267,43,No,Human Resources,24,4,Other,1,3,Female,85,1,2,Laboratory Technician,3,Married,12080,3064,5,Y,No,11,3,1,8,0,17,0,3,2,18,6,16
1268,65,Yes,Sales,22,1,Life Sciences,1,4,Female,73,1,1,Healthcare Representative,1,Divorced,7782,2452,3,Y,No,11,3,3,8,0,0,4,3,31,7,7,1
1269,19,No,Sales,21,1,Human Resources,1,1,Male,86,1,4,Manufacturing Director,1,Divorced,7914,4724,8,Y,Yes,13,4,1,8,3,38,5,1,24,15,6,13
1270,18,Yes,Research & Development,23,4,Human Resources,1,3,Female,35,3,3,Research Scientist,2,Married,4651,5282,7,Y,No,20,3,3,8,3,4,3,2,24,14,1,7
1271,65,No,Sales,28,2,Medical,1,4,Female,61,2,2,Research Scientist,1,Single,7347,7040,2,Y,Yes,23,4,3,8,1,1,5,3,13,2,9,5
1272,29,No,Sales,3,2,Other,1,3,Male,47,1,4,Manager,3,Divorced,17355,17438,2,Y,Yes,22,4,3,8,1,29,2,4,26,5,9,8
1273,22,Yes,Human Resources,17,4,Other,1,1,Female,97,2,3,Reseach Director,1,Divorced,10631,17646,3,Y,No,16,4,2,8,3,16,1,1,31,2,6,4
1274,54,No,Research & Development,22,2,Life Sciences,1,3,Female,36,3,3,Manager,2,Single,16664,20100,8,Y,Yes,16,4,1,8,0,28,5,4,26,4,9,4
1275,49,No,Sales,2,1,Medical,1,4,Male,37,1,3,Reseach Director,2,Single,11114,14212,8,Y,No,15,3,2,8,2,3,2,1,3,0,2,17
1276,26,No,Sales,16,4,Life Sciences,1,1,Male,93,1,1,Sales Executive,1,Single,7249,20232,4,Y,No,23,3,2,8,1,8,1,3,38,13,6,13
1277,58,No,Research & Development,22,1,Technical Degree,1,2,Female,36,3,2,Manager,2,Married,15806,9910,8,Y,No,23,3,1,8,0,20,1,1,10,11,14,11
1278,52,Yes,Human Resources,27,3,Human Resources,1,4,Male,70,1,4,Laboratory Technician,1,Single,8815,7211,5,Y,No,24,3,2,8,2,11,4,1,2,12,15,11
1279,36,No,Research & Development,6,3,Life Sciences,1,4,Male,69,2,2,Sales Executive,1,Married,1766,24502,7,Y,No,17,4,3,8,2,11,6,1,24,13,0,5
1280,65,No,Research & Development,8,2,Human Resources,1,1,Female,32,3,2,Sales Representative,4,Single,7229,26908,7,Y,No,15,4,2,8,0,3,3,3,23,11,1,3
1281,33,Yes,Sales,24,3,Medical,1,1,Male,46,3,4,Manufacturing Director,2,Single,11113,15045,6,Y,No,24,4,3,8,0,27,6,1,8,12,11,14
1282,20,No,Sales,8,1,Technical Degree,1,2,Female,95,1,2,Sales Representative,2,Married,15325,16992,3,Y,No,12,3,1,8,1,8,3,3,7,5,9,14
1283,37,Yes,Human Resources,29,3,Medical,1,4,Female,81,3,1,Manufacturing Director,4,Married,10335,25451,3,Y,No,14,4,2,8,3,39,0,2,38,14,15,16
1284,41,Yes,Sales,6,1,Technical Degree,1,1,Female,51,1,4,Manufacturing Director,2,Single,9965,3067,5,Y,Yes,11,3,1,8,0,31,2,2,30,15,0,2
1285,50,No,Sales,14,2,Technical Degree,1,2,Female,33,1,4,Manufacturing Director,1,Single,4506,18357,8,Y,No,17,4,3,8,3,12,4,2,16,8,8,9
1286,41,Yes,Research & Development,22,2,Human Resources,1,2,Male,35,3,3,Manager,3,Single,10873,6410,6,Y,Yes,14,3,2,8,1,33,5,2,30,7,12,7
1287,28,No,Sales,10,1,Medical,1,1,Female,67,1,2,Human Resources,1,Divorced,9783,24399,4,Y,No,23,4,3,8,3,18,2,3,3,4,12,8
1288,25,No,Human Resources,3,3,Medical,1,4,Female,55,2,4,Healthcare Representative,4,Single,15048,4405,4,Y,Yes,14,4,3,8,3,13,5,1,3,14,14,2
1289,53,No,Research & Development,27,2,Life Sciences,1,3,Female,40,2,4,Sales Representative,1,Married,2830,19263,7,Y,No,23,3,3,8,2,4,6,3,36,6,1,0
1290,55,No,Human Resources,12,4,Medical,1,3,Female,46,1,1,Sales Representative,2,Divorced,18578,20904,5,Y,No,14,4,1,8,1,26,5,2,7,16,1,10
1291,57,No,Research & Development,17,2,Life Sciences,1,2,Male,60,2,3,Manufacturing Director,3,Married,13726,10839,0,Y,No,13,4,1,8,0,27,6,4,5,15,5,12
1292,37,Yes,Sales,27,3,Other,1,3,Male,64,1,4,Human Resources,2,Divorced,19030,12393,0,Y,Yes,18,3,1,8,3,25,6,1,8,10,6,11
1293,52,No,Research & Development,29,4,Other,1,3,Male,45,2,1,Human Resources,4,Divorced,11381,17140,8,Y,Yes,14,4,2,8,1,9,5,3,7,6,13,6
1294,65,No,Research & Development,5,3,Other,1,1,Female,47,3,4,Healthcare Representative,1,Married,9389,15226,7,Y,No,18,4,3,8,2,23,0,1,31,10,12,1
1295,42,Yes,Sales,20,1,Medical,1,2,Male,91,1,4,Manager,2,Divorced,2755,8756,5,Y,Yes,19,4,1,8,2,16,6,1,14,1,1,0
1296,52,No,Sales,25,4,Medical,1,4,Male,56,1,4,Healthcare Representative,1,Married,6806,15474,0,Y,No,11,4,3,8,3,15,0,1,17,1,13,2
1297,42,Yes,Human Resources,15,3,Life Sciences,1,2,Female,64,1,1,Laboratory Technician,1,Single,17292,12933,1,Y,Yes,25,3,1,8,3,16,4,1,22,5,3,3
1298,46,No,Human Resources,21,4,Technical Degree,1,1,Male,74,1,2,Sales Representative,4,Divorced,9098,14519,2,Y,Yes,14,3,3,8,0,0,0,1,4,2,2,16
1299,35,No,Sales,26,3,Life Sciences,1,3,Female,64,1,4,Human Resources,1,Married,13146,9575,2,Y,Yes,16,4,1,8,1,20,4,2,26,0,12,17
1300,63,No,Sales,20,4,Other,1,4,Male,57,1,4,Manufacturing Director,4,Divorced,8606,3455,1,Y,No,18,3,1,8,0,21,0,3,32,15,4,16
1301,35,No,Sales,7,3,Life Sciences,1,2,Male,38,3,2,Human Resources,1,Married,7116,6051,1,Y,Yes,24,4,1,8,0,4,3,2,1,13,8,3
1302,19,No,Research & Development,22,1,Technical Degree,1,3,Male,44,3,4,Human Resources,3,Single,3802,3841,5,Y,Yes,16,3,1,8,2,35,4,2,37,16,1,16
1303,52,No,Research & Development,4,4,Medical,1,2,Male,50,2,3,Reseach Director,3,Single,12147,25147,6,Y,No,22,4,3,8,1,20,3,3,27,17,12,1
1304,33,No,Research & Development,13,4,Life Sciences,1,4,Female,81,1,4,Sales Representative,1,Divorced,3509,2632,3,Y,No,16,4,1,8,0,8,6,3,23,3,4,9
1305,58,Yes,Sales,23,4,Other,1,2,Female,64,2,3,Laboratory Technician,1,Divorced,14147,9726,0,Y,Yes,20,3,1,8,2,26,3,2,20,2,7,11
1306,53,No,Human Resources,10,4,Other,1,2,Male,80,2,2,Healthcare Representative,2,Married,9370,12706,5,Y,Yes,14,4,1,8,3,11,4,4,30,7,5,12
1307,50,No,Sales,18,1,Medical,1,2,Female,84,3,1,Laboratory Technician,3,Married,5934,26958,6,Y,No,19,4,3,8,0,17,2,4,10,3,3,10
1308,21,No,Research & Development,17,4,Life Sciences,1,3,Male,73,2,2,Reseach Director,4,Divorced,18473,12374,3,Y,No,17,4,1,8,3,34,6,3,27,14,14,7
1309,50,No,Research & Development,20,2,Technical Degree,1,4,Male,94,3,4,Manager,3,Married,5462,22411,5,Y,No,24,4,3,8,1,14,6,1,39,12,9,4
1310,31,No,Sales,20,1,Medical,1,4,Male,54,2,3,Laboratory Technician,4,Married,19641,6050,8,Y,No,21,3,2,8,0,29,1,4,3,13,7,1
1311,38,No,Sales,13,2,Life Sciences,1,3,Male,76,1,1,Human Resources,1,Married,15788,17504,3,Y,No,16,3,3,8,3,32,0,2,15,13,2,11
1312,65,No,Research & Development,17,4,Human Resources,1,3,Male,85,2,4,Sales Executive,3,Divorced,13109,5951,3,Y,Yes,11,3,2,8,3,35,5,2,11,4,3,1
1313,37,Yes,Research & Development,22,3,Other,1,3,Male,67,3,1,Laboratory Technician,1,Single,16171,10142,4,Y,No,12,3,1,8,1,39,0,4,21,4,10,5
1314,25,Yes,Research & Development,4,2,Technical Degree,1,1,Female,40,3,1,Reseach Director,2,Single,2334,23807,2,Y,No,22,4,1,8,2,29,5,1,34,12,8,11
1315,24,No,Sales,1,4,Technical Degree,1,2,Female,96,3,4,Laboratory Technician,2,Married,12378,26675,1,Y,Yes,16,4,3,8,2,25,2,3,15,3,4,12
